team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
38	0.238	0.238	1	1	1	R	shows	observe gesture
38	0.301	0.301	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
38	52.050	52.050	1	1	12	A	adds	Zermatt-Davos (4-9)
38	53.938	53.938	1	1	14	R	shows	thinking gesture
38	53.952	53.952	1	1	15	R	says	(Hmm) I see.
38	58.822	58.822	1	1	16	A	adds	Gallen-Davos (8-9)
38	68.698	68.698	1	2	19	B	adds	Zurich-Gallen (2-8)
38	77.890	77.890	1	2	22	B	adds	Basel-Zurich (0-2)
38	83.738	83.738	1	3	24	A	adds	Basel-Bern (0-3)
38	88.971	88.971	1	3	26	A	adds	Zurich-Bern (2-3)
38	97.695	97.695	1	4	28	B	adds	Luzern-Bern (1-3)
38	98.938	98.938	1	4	29	R	shows	observe gesture
38	101.831	101.831	1	4	31	B	adds	Luzern-Zermatt (1-4)
38	107.303	107.303	1	5	33	A	adds	Zermatt-Montreux (4-6)
38	110.128	110.128	1	5	35	A	adds	Interlaken-Montreux (5-6)
38	115.564	115.564	1	6	37	B	adds	Interlaken-Neuchatel (5-7)
38	115.805	115.805	1	6	38	R	shows	observe gesture
38	130.657	130.657	1	6	40	B	adds	Basel-Neuchatel (0-7)
38	135.075	135.075	1	7	42	A	presses	submit (enabled)
38	142.082	142.082	1	7	45	A	presses	submit (enabled)
38	142.128	142.128	1	7	47	B	presses	submit (enabled)
38	142.181	142.181	1	7	48	T	submits	cost=38 (opt_cost=22)
38	144.423	144.423	1	7	49	R	shows	talking emotion
38	144.424	144.424	1	7	50	R	shows	up_left gesture
38	144.490	144.490	1	7	51	R	says	You are away from the minimum by 16 Francs. Let's Try again.
38	151.119	151.119	1	7	52	R	shows	talking emotion
38	151.119	151.119	1	7	53	R	shows	point_front gesture
38	151.122	151.122	1	7	54	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
38	159.003	159.003	1	7	55	R	shows	thinking gesture
38	159.007	159.007	1	7	56	R	says	(Hmm) I see.
38	163.542	163.542	2	7	58	B	presses	compare (enabled)
38	167.776	167.776	2	7	62	B	presses	compare (enabled)
38	168.144	168.144	2	7	64	B	presses	compare (enabled)
38	181.617	181.617	2	7	66	A	adds	Gallen-Davos (8-9)
