team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
15	295.931	295.931	1	13	250	B	presses	submit (enabled)
15	296.129	296.129	1	13	252	B	presses	submit (enabled)
15	296.279	296.279	1	13	254	B	presses	submit (enabled)
15	296.457	296.457	1	13	256	B	presses	submit (enabled)
15	298.916	298.916	1	13	259	B	presses	submit (enabled)
15	299.645	299.645	1	13	260	A	adds	Interlaken-Neuchatel (5-7)
15	306.234	306.234	1	14	262	B	presses	submit (enabled)
15	315.829	315.829	1	14	264	T	submits	cost=29 (opt_cost=22)
15	316.047	316.047	1	14	266	A	presses	submit (enabled)
15	317.272	317.272	1	14	267	R	shows	talking emotion
15	317.272	317.272	1	14	268	R	shows	up_left gesture
15	317.332	317.332	1	14	269	R	says	You are away from the minimum by 7 Francs. Let's Try again.
15	323.392	323.392	1	14	270	R	shows	talking emotion
15	323.392	323.392	1	14	271	R	shows	point_front gesture
15	323.501	323.501	1	14	272	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
15	338.840	338.840	2	14	276	A	presses	compare (enabled)
15	341.544	341.544	2	14	278	B	presses	help (enabled)
15	358.450	358.450	2	14	285	A	presses	compare (enabled)
15	359.936	359.936	2	14	287	A	presses	apply (enabled)
15	359.946	359.946	2	14	288	A	loads	[(0, 3), (0, 7), (1, 2), (1, 3), (2, 8), (4, 6), (4, 9), (5, 6), (5, 7), (8, 9)]
15	360.723	360.723	2	14	290	A	presses	apply (enabled)
15	376.451	376.451	2	14	303	A	presses	submit (enabled)
15	376.746	376.746	2	14	305	A	presses	submit (selected)
15	377.651	377.651	2	14	307	A	presses	submit (enabled)
15	394.184	394.184	2	14	312	A	presses	compare (enabled)
15	397.798	397.798	2	14	315	A	presses	submit (enabled)
15	404.261	404.261	2	14	317	B	presses	submit (enabled)
15	404.328	404.328	2	14	318	T	submits	cost=29 (opt_cost=22)
15	404.827	404.827	2	14	319	R	shows	talking emotion
15	404.827	404.827	2	14	320	R	shows	up_left gesture
15	404.930	404.930	2	14	321	R	says	You are away from the minimum by 7 Francs. Let's Try again.
15	415.206	415.206	3	14	324	A	presses	compare (enabled)
15	417.900	417.900	3	14	325	B	adds	Luzern-Zermatt (1-4)
15	424.320	424.320	3	14	330	A	presses	compare (enabled)
15	436.115	436.115	3	14	336	B	adds	Luzern-Bern (1-3)
15	442.234	442.234	3	15	341	B	presses	compare (enabled)
15	443.145	443.145	3	15	342	A	adds	Zermatt-Davos (4-9)
15	445.604	445.604	3	15	344	A	adds	Gallen-Davos (8-9)
15	450.350	450.350	3	16	346	B	adds	Interlaken-Bern (5-3)
15	454.338	454.338	3	16	349	B	adds	Interlaken-Montreux (5-6)
15	458.722	458.722	3	17	352	A	adds	Montreux-Neuchatel (6-7)
15	472.708	472.708	3	17	359	A	adds	Basel-Neuchatel (0-7)
15	477.964	477.964	3	18	361	B	adds	Basel-Zurich (0-2)
15	481.775	481.775	3	18	364	B	adds	Zurich-Gallen (2-8)
15	499.069	499.069	3	19	366	B	presses	submit (enabled)
15	499.386	499.386	3	19	367	T	submits	cost=33 (opt_cost=22)
15	499.582	499.582	3	19	369	A	presses	submit (enabled)
15	499.944	499.944	3	19	370	R	shows	talking emotion
15	499.944	499.944	3	19	371	R	shows	up_left gesture
15	500.004	500.004	3	19	372	R	says	You are not that far from the minimum; the difference is only 11 Francs. I am sure you can do it.
15	512.174	512.174	4	19	374	B	presses	compare (enabled)
15	515.263	515.263	4	19	377	B	presses	previous (enabled)
15	515.765	515.765	4	19	379	B	presses	previous (enabled)
15	517.364	517.364	4	19	381	B	presses	compare (enabled)
15	517.374	517.374	4	19	382	B	presses	next (enabled)
15	517.963	517.963	4	19	384	B	presses	compare (enabled)
15	517.979	517.979	4	19	385	B	presses	next (enabled)
15	518.112	518.112	4	19	386	A	adds	Zurich-Davos (2-9)
15	536.573	536.573	4	19	398	A	adds	Zermatt-Davos (4-9)
15	545.932	545.932	4	20	400	B	adds	Zurich-Gallen (2-8)
15	549.601	549.601	4	20	404	B	removes	Zurich-Gallen (2-8)
15	554.941	554.941	4	21	406	A	adds	Zurich-Gallen (2-8)
15	558.800	558.800	4	21	408	A	adds	Basel-Zurich (0-2)
15	573.485	573.485	4	22	417	B	removes	Zurich-Gallen (2-8)
15	578.974	578.974	4	22	421	R	shows	thinking gesture
15	578.988	578.988	4	22	422	R	says	(Hmm) I see.
15	594.773	594.773	4	22	424	B	adds	Basel-Neuchatel (0-7)
15	605.127	605.127	4	23	427	A	adds	Zurich-Gallen (2-8)
15	614.877	614.877	4	23	430	A	adds	Neuchatel-Bern (7-3)
15	621.981	621.981	4	24	432	B	removes	Zurich-Gallen (2-8)
15	632.976	632.976	4	24	438	B	adds	Zurich-Gallen (2-8)
15	641.975	641.975	4	25	441	A	adds	Luzern-Bern (1-3)
15	653.385	653.385	4	25	443	A	adds	Montreux-Neuchatel (6-7)
15	660.856	660.856	4	26	445	B	adds	Luzern-Interlaken (1-5)
15	664.277	664.277	4	26	447	B	removes	Montreux-Neuchatel (6-7)
15	671.501	671.501	4	27	449	A	removes	Luzern-Interlaken (1-5)
15	677.936	677.936	4	27	453	A	adds	Montreux-Neuchatel (6-7)
15	681.667	681.667	4	28	455	B	removes	Montreux-Neuchatel (6-7)
15	686.731	686.731	4	28	458	B	adds	Luzern-Interlaken (1-5)
15	697.111	697.111	4	29	462	A	adds	Interlaken-Neuchatel (5-7)
15	699.980	699.980	4	29	464	A	adds	Montreux-Neuchatel (6-7)
15	703.931	703.931	4	30	466	B	adds	Zermatt-Montreux (4-6)
15	712.916	712.916	4	30	468	A	presses	submit (enabled)
15	713.376	713.376	4	30	470	B	presses	submit (enabled)
15	713.412	713.412	4	30	471	T	submits	cost=38 (opt_cost=22)
15	714.136	714.136	4	30	472	R	shows	talking emotion
15	714.136	714.136	4	30	473	R	shows	up_left gesture
15	714.231	714.231	4	30	474	R	says	You are not that far from the minimum; the difference is only 16 Francs. I am sure you can do it.
15	732.819	732.819	5	30	477	A	presses	compare (enabled)
15	747.679	747.679	5	30	484	B	adds	Zermatt-Interlaken (4-5)
15	752.327	752.327	5	30	487	B	adds	Interlaken-Montreux (5-6)
15	763.788	763.788	5	31	493	A	adds	Luzern-Zermatt (1-4)
15	765.072	765.072	5	31	495	B	presses	help (enabled)
15	774.933	774.933	5	31	497	A	adds	Montreux-Neuchatel (6-7)
15	782.427	782.427	5	32	499	B	adds	Neuchatel-Bern (7-3)
15	787.777	787.777	5	32	501	B	adds	Basel-Bern (0-3)
15	795.551	795.551	5	33	504	A	adds	Luzern-Davos (1-9)
15	803.204	803.204	5	33	506	A	adds	Gallen-Davos (8-9)
15	808.493	808.493	5	34	508	B	adds	Basel-Zurich (0-2)
15	809.919	809.919	5	34	510	B	adds	Zurich-Gallen (2-8)
15	814.093	814.093	5	35	513	B	presses	submit (enabled)
15	822.666	822.666	5	35	514	T	submits	cost=32 (opt_cost=22)
15	822.991	822.991	5	35	516	A	presses	submit (enabled)
15	823.434	823.434	5	35	517	R	shows	talking emotion
