team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
42	302.573	302.573	1	7	92	A	adds	Luzern-Davos (1-9)
42	317.064	317.064	1	7	95	A	adds	Zurich-Gallen (2-8)
42	327.872	327.872	1	8	97	B	adds	Interlaken-Neuchatel (5-7)
42	328.031	328.031	1	8	98	R	shows	observe gesture
42	411.443	411.443	1	8	102	B	removes	Interlaken-Neuchatel (5-7)
42	466.289	466.289	1	9	114	A	adds	Interlaken-Neuchatel (5-7)
42	468.219	468.219	1	9	116	A	presses	submit (enabled)
42	473.132	473.132	1	9	117	T	submits	cost=29 (opt_cost=22)
42	474.567	474.567	1	9	119	B	presses	submit (enabled)
42	474.826	474.826	1	9	120	R	shows	talking emotion
42	474.826	474.826	1	9	121	R	shows	up_left gesture
42	474.903	474.903	1	9	122	R	says	You are not that far from the minimum; the difference is only 7 Francs. I am sure you can do it.
42	483.820	483.820	1	9	127	R	shows	point_front gesture
42	483.820	483.820	1	9	128	R	shows	talking emotion
42	483.910	483.910	1	9	130	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
42	497.270	497.270	2	9	137	B	presses	compare (enabled)
42	499.672	499.672	2	9	139	A	presses	help (enabled)
42	504.021	504.021	2	9	142	A	presses	help (enabled)
42	504.730	504.730	2	9	144	A	presses	help (enabled)
42	523.048	523.048	2	9	146	A	adds	Interlaken-Neuchatel (5-7)
42	550.996	550.996	2	9	149	A	adds	Interlaken-Bern (5-3)
42	553.406	553.406	2	10	151	A	presses	compare (enabled)
42	578.789	578.789	2	10	152	R	shows	thinking gesture
42	578.800	578.800	2	10	153	R	says	(Hmm) I see.
42	590.833	590.833	2	10	155	B	adds	Zurich-Bern (2-3)
42	597.123	597.123	2	10	157	B	adds	Luzern-Bern (1-3)
42	644.472	644.472	2	11	160	A	adds	Luzern-Davos (1-9)
42	686.073	686.073	2	11	166	A	adds	Luzern-Zermatt (1-4)
42	698.915	698.915	2	12	168	B	adds	Zermatt-Interlaken (4-5)
42	720.109	720.109	2	12	170	B	adds	Basel-Bern (0-3)
42	745.654	745.654	2	13	172	A	adds	Zurich-Gallen (2-8)
42	757.533	757.533	2	13	175	A	removes	Zurich-Gallen (2-8)
42	775.168	775.168	2	14	177	B	adds	Interlaken-Montreux (5-6)
42	799.427	799.427	2	14	183	B	removes	Interlaken-Montreux (5-6)
42	804.249	804.249	2	15	185	A	adds	Montreux-Neuchatel (6-7)
42	848.799	848.799	2	15	190	A	adds	Zurich-Gallen (2-8)
42	857.919	857.919	2	16	193	A	presses	compare (enabled)
42	858.892	858.892	2	16	196	A	presses	compare (enabled)
42	876.648	876.648	2	16	199	A	presses	submit (enabled)
42	878.599	878.599	2	16	200	T	submits	cost=29 (opt_cost=22)
42	879.996	879.996	2	16	202	B	presses	submit (enabled)
42	880.291	880.291	2	16	203	R	shows	talking emotion
42	880.294	880.294	2	16	204	R	shows	up_left gesture
42	880.366	880.366	2	16	205	R	says	You are away from the minimum by 7 Francs. Let's Try again.
42	892.007	892.007	3	16	207	A	presses	compare (enabled)
42	912.795	912.795	3	16	209	B	adds	Montreux-Neuchatel (6-7)
42	919.256	919.256	3	16	211	B	adds	Interlaken-Neuchatel (5-7)
42	936.111	936.111	3	17	214	A	adds	Zermatt-Interlaken (4-5)
42	971.115	971.115	3	17	217	B	presses	previous (enabled)
42	973.011	973.011	3	17	219	B	presses	compare (enabled)
42	973.021	973.021	3	17	220	B	presses	next (enabled)
42	973.343	973.343	3	17	221	A	adds	Luzern-Zermatt (1-4)
42	1030.766	1030.766	3	18	226	A	presses	previous (enabled)
42	1044.677	1044.677	3	18	228	B	adds	Luzern-Bern (1-3)
42	1050.019	1050.019	3	18	230	B	adds	Zurich-Bern (2-3)
42	1060.714	1060.714	3	19	232	A	adds	Zurich-Gallen (2-8)
42	1067.960	1067.960	3	19	235	B	presses	previous (enabled)
42	1075.810	1075.810	3	19	237	B	presses	next (enabled)
42	1081.710	1081.710	3	19	241	A	adds	Gallen-Davos (8-9)
42	1085.882	1085.882	3	20	243	A	presses	compare (enabled)
42	1085.896	1085.896	3	20	244	A	presses	next (enabled)
42	1086.645	1086.645	3	20	246	A	presses	compare (enabled)
42	1096.363	1096.363	3	20	248	B	adds	Basel-Bern (0-3)
42	1099.309	1099.309	3	20	250	B	presses	submit (enabled)
42	1102.647	1102.647	3	20	252	A	presses	submit (enabled)
42	1102.696	1102.696	3	20	253	T	submits	cost=24 (opt_cost=22)
42	1104.473	1104.473	3	20	254	R	shows	talking emotion
42	1104.474	1104.474	3	20	255	R	shows	up_left gesture
42	1104.559	1104.559	3	20	256	R	says	You are not that far from the minimum; the difference is only 2 Francs. I am sure you can do it.
42	1123.607	1123.607	4	20	258	A	presses	compare (enabled)
42	1135.859	1135.859	4	20	260	A	presses	previous (enabled)
42	1136.131	1136.131	4	20	262	A	presses	previous (enabled)
42	1171.193	1171.193	4	20	266	B	adds	Zermatt-Interlaken (4-5)
42	1184.085	1184.085	4	20	268	B	adds	Interlaken-Neuchatel (5-7)
42	1197.621	1197.621	4	21	271	A	adds	Montreux-Neuchatel (6-7)
42	1207.327	1207.327	4	21	273	B	presses	previous (enabled)
42	1208.208	1208.208	4	21	275	B	presses	previous (enabled)
42	1209.874	1209.874	4	21	277	B	presses	compare (enabled)
42	1209.882	1209.882	4	21	278	B	presses	next (enabled)
42	1210.241	1210.241	4	21	280	B	presses	compare (enabled)
42	1210.255	1210.255	4	21	281	B	presses	next (enabled)
42	1210.896	1210.896	4	21	283	B	presses	compare (enabled)
42	1214.391	1214.391	4	21	285	B	presses	previous (enabled)
42	1216.008	1216.008	4	21	287	B	presses	previous (enabled)
42	1216.941	1216.941	4	21	289	B	presses	compare (enabled)
42	1216.948	1216.948	4	21	290	B	presses	next (enabled)
42	1217.525	1217.525	4	21	292	B	presses	compare (enabled)
42	1217.539	1217.539	4	21	293	B	presses	next (enabled)
42	1218.474	1218.474	4	21	295	B	presses	previous (enabled)
42	1219.525	1219.525	4	21	297	B	presses	compare (enabled)
42	1219.539	1219.539	4	21	298	B	presses	next (enabled)
42	1227.340	1227.340	4	21	300	A	adds	Luzern-Zermatt (1-4)
42	1235.875	1235.875	4	22	302	B	adds	Luzern-Bern (1-3)
42	1238.821	1238.821	4	22	303	R	shows	observe gesture
42	1238.833	1238.833	4	22	304	R	says	So guys,..You have 5 more minutes to find the best solution. You can do it!
42	1250.776	1250.776	4	22	306	A	presses	compare (enabled)
42	1250.814	1250.814	4	22	307	A	presses	next (enabled)
42	1255.135	1255.135	4	22	309	A	presses	compare (enabled)
42	1255.149	1255.149	4	22	310	A	presses	next (enabled)
42	1264.619	1264.619	4	22	312	B	adds	Basel-Bern (0-3)
42	1278.081	1278.081	4	23	314	A	adds	Basel-Zurich (0-2)
42	1279.621	1279.621	4	23	316	A	adds	Zurich-Gallen (2-8)
42	1286.963	1286.963	4	24	320	B	adds	Gallen-Davos (8-9)
42	1287.386	1287.386	4	24	322	A	presses	submit (enabled)
42	1287.479	1287.479	4	24	323	T	submits	cost=26 (opt_cost=22)
42	1287.797	1287.797	4	24	325	B	presses	submit (enabled)
42	1290.140	1290.140	4	24	326	R	shows	talking emotion
42	1290.142	1290.142	4	24	327	R	shows	up_left gesture
42	1290.231	1290.231	4	24	328	R	says	You are not that far from the minimum; the difference is only 4 Francs. I am sure you can do it.
